lr,batch_size,Mean Squared Error,Relative Error 1,Relative Error 2,R^2
4.35e-05,512,1.0490936705697873,0.03325164011859729,0.19035674986840465,-0.4322034352994646
4.4e-05,512,1.0487220806739332,0.03321936837275139,0.190319664305498,-0.431696147589802
4.45e-05,512,1.0483560316884564,0.03318738541262781,0.1902831969996898,-0.431196424229348
4.5e-05,2048,1.0552779880999383,0.03341241620505146,0.1909795688558523,-0.4406461521512919
4.55e-05,2048,1.0548945620966768,0.03338527885612728,0.19094093189705533,-0.4401227060049089
4.6e-05,2048,1.054516942787715,0.03335838013312735,0.19090288340574535,-0.43960718705107094
4.65e-05,2048,1.054144963366054,0.03333171651731271,0.1908653564788924,-0.4390993675679218
4.7e-05,2048,1.053778464196916,0.033305284572379704,0.1908283481390325,-0.43859902962499153
4.75e-05,2048,1.0534172924232614,0.03327908094042254,0.19079184016488815,-0.4381059645446541
4.8e-05,2048,1.0530613015940802,0.03325310233812425,0.19075585126982142,-0.4376199723946761
4.85e-05,2048,1.0527103513138731,0.03322734555316975,0.19072039590955117,-0.43714086150969766
4.9e-05,2048,1.0523643069118591,0.03320180744084478,0.19068536609293046,-0.436668448039639
4.95e-05,2048,1.0520230391295156,0.033176484920796945,0.19065079557183878,-0.4362025555231357
5e-05,512,1.0446557858351646,0.03285343942249942,0.1899151476618081,-0.4261449164648805
5.05e-05,512,1.0443459415252037,0.03282460459333072,0.1898844037009347,-0.42572192269646636
5.1e-05,512,1.0440400652061004,0.032796008224823585,0.18985400897221094,-0.425304345956385
5.15e-05,512,1.0437380642462717,0.03276764697746296,0.18982397140971036,-0.42489205978569866
5.2e-05,512,1.0434398490019796,0.03273951757116899,0.1897943501207912,-0.42448494180442076
5.25e-05,512,1.043145332646685,0.03271161678182135,0.18976512852770136,-0.42408287347855267
5.3e-05,512,1.0428544310075905,0.03268394143765623,0.18973625563706376,-0.42368573989693536
5.35e-05,512,1.042567062408775,0.0326564884154709,0.18970771830257802,-0.4232934295570998
5.4e-05,512,1.0422831475205743,0.032629254636623306,0.18967953198281734,-0.422905834159643
5.45e-05,512,1.0420026092151002,0.032602237062768574,0.18965159958669614,-0.4225228484109873
5.5e-05,512,1.041725372428193,0.03257543269130051,0.1896239729555554,-0.42214436983491854
5.55e-05,512,1.0414513640285261,0.0325488385504446,0.18959663701412485,-0.4217702985938916
5.6e-05,512,1.0411805126952074,0.03252245169396342,0.18956966822147336,-0.42140053732193206
5.65e-05,512,1.0409127488060193,0.03249626919541256,0.18954309073620568,-0.42103499097206587
5.7e-05,512,1.040648004339491,0.03247028814189794,0.189516797256586,-0.42067356668262934
5.75e-05,512,1.0403862127953967,0.032444505627262823,0.18949076122055097,-0.4203161736687331
5.8e-05,512,1.0401273091401833,0.03241891874465097,0.18946505370335368,-0.41996272314776384
5.85e-05,512,1.0398712297863606,0.03239352457834614,0.18943968628162638,-0.41961312831124675
5.9e-05,512,1.039617912618403,0.03236832019481251,0.18941460617629788,-0.4192673043602053
5.95e-05,512,1.039367297082406,0.03234330263279503,0.18938983656583055,-0.4189251686275597
6e-05,512,1.039119324363248,0.03231846889229789,0.1893653967512477,-0.41858664081998453
6.05e-05,512,1.0388739376817757,0.03229381592209535,0.1893412480267737,-0.4182516434236221
6.1e-05,512,1.0386310827563254,0.032269340605145774,0.18931740420962231,-0.41792010233414034
6.15e-05,512,1.0383907084885842,0.03224503974062616,0.18929377728616872,-0.4175919477930592
6.2e-05,512,1.0381527679540326,0.03222091002003566,0.1892704366722531,-0.4172671157398866
6.25e-05,512,1.0379172198026565,0.0321969479922627,0.18924738330487875,-0.41694554972434106
6.3e-05,512,1.0376840302062444,0.03217315000762097,0.18922450716586633,-0.4166272035647687
6.35e-05,512,1.0374531755236418,0.03214951212167529,0.18920184182582978,-0.41631204498669927
6.4e-05,512,1.037224645894269,0.03212602992276366,0.18917932343115562,-0.41600006052865024
6.5e-05,512,1.0367746214335338,0.03207951045035279,0.18913495673310282,-0.4153856953897548
6.55e-05,512,1.0365532268386155,0.03205645766198566,0.189113086014721,-0.4150834515498636
6.6e-05,512,1.0363343773601892,0.03203352660845826,0.1890914454997681,-0.4147846822563215
6.65e-05,512,1.0361182452566375,0.03201069648588518,0.18907020377017253,-0.41448962267311273
6.7e-05,512,1.035905092366997,0.03198793336223694,0.18904924879069035,-0.4141986302580871
6.75e-05,512,1.0356953272273537,0.03196518111258603,0.18902857855393854,-0.4139122627372156
6.8e-05,512,1.0354896349099854,0.03194234760401344,0.18900826472736595,-0.4136314553586049
6.85e-05,512,1.0352892919951566,0.031919286070493276,0.18898843012221725,-0.4133579508862162
6.9e-05,512,1.0350969490996222,0.03189577680745629,0.1889692367535496,-0.4130953678934217
6.95e-05,512,1.034918585458115,0.03187153098760315,0.1889511406330264,-0.41285186912180083

